TXNAME	GENEID
"G637;G637.1(-)"	G637
"G638;G638.1(-)"	G638
"G639;G639.1(+)"	G639
"G640;G640.1(-)"	G640
"G641;G641.1(-)"	G641
"G642;G642.1(+)"	G642
"G643;G643.1(+)"	G643
"G644;G644.1(+)"	G644
"G644;G644.2(+)"	G644
"G645;G645.1(-)"	G645
"G646;G646.1(+)"	G646
"G646;G646.2(+)"	G646
"G647;G647.1(+)"	G647
"G648;G648.1(+)"	G648
"G649;G649.1(-)"	G649
"G650;G650.1(+)"	G650
"G651;G651.1(-)"	G651
"G651;G651.2(-)"	G651
"G651;G651.3(-)"	G651
"G652;G652.1(-)"	G652
"G652;G652.2(-)"	G652
"G652;G652.3(-)"	G652
"G653;G653.1(+)"	G653
"G654;G654.1(+)"	G654
"G655;G655.1(-)"	G655
"G656;G656.1(-)"	G656
"G656;G656.2(-)"	G656
"G656;G656.3(-)"	G656
"G656;G656.4(-)"	G656
"G657;G657.1(+)"	G657
"G658;G658.1(+)"	G658
"G659;G659.1(-)"	G659
"G659;G659.2(-)"	G659
"G660;G660.1(+)"	G660
"G660;G660.2(+)"	G660
"G661;G661.1(+)"	G661
"G662;G662.1(+)"	G662
"G662;G662.2(+)"	G662
"G662;G662.3(+)"	G662
"G662;G662.4(+)"	G662
"G662;G662.5(+)"	G662
"G662;G662.6(+)"	G662
"G662;G662.7(+)"	G662
"G662;G662.8(+)"	G662
"G662;G662.9(+)"	G662
"G663;G663.1(-)"	G663
"G664;G664.1(-)"	G664
"G665;G665.1(+)"	G665
"G666;G666.1(-)"	G666
"G666;G666.2(-)"	G666
"G667;G667.1(-)"	G667
"G668;G668.1(+)"	G668
"G668;G668.2(+)"	G668
"G668;G668.3(+)"	G668
"G668;G668.4(+)"	G668
"G668;G668.5(+)"	G668
"G668;G668.6(+)"	G668
"G668;G668.7(+)"	G668
"G668;G668.8(+)"	G668
"G668;G668.9(+)"	G668
"G668;G668.10(+)"	G668
"G668;G668.11(+)"	G668
"G668;G668.12(+)"	G668
"G668;G668.13(+)"	G668
"G669;G669.1(+)"	G669
"G670;G670.1(+)"	G670
"G671;G671.1(-)"	G671
"G671;G671.2(-)"	G671
"G672;G672.1(+)"	G672
"G673;G673.1(+)"	G673
"G674;G674.1(+)"	G674
"G675;G675.1(+)"	G675
"G676;G676.1(+)"	G676
"G677;G677.1(+)"	G677
"G677;G677.2(+)"	G677
"G678;G678.1(+)"	G678
"G678;G678.2(+)"	G678
"G679;G679.1(+)"	G679
"G679;G679.2(+)"	G679
"G680;G680.1(+)"	G680
"G681;G681.1(+)"	G681
"G682;G682.1(+)"	G682
"G683;G683.1(-)"	G683
"G683;G683.2(-)"	G683
"G684;G684.1(-)"	G684
"G685;G685.1(-)"	G685
"G686;G686.1(-)"	G686
"G687;G687.1(-)"	G687
"G688;G688.1(+)"	G688
"G689;G689.1(+)"	G689
"G689;G689.2(+)"	G689
"G690;G690.1(-)"	G690
"G691;G691.1(-)"	G691
"G692;G692.1(-)"	G692
"G693;G693.1(+)"	G693
"G694;G694.1(-)"	G694
"G694;G694.2(-)"	G694
"G695;G695.1(-)"	G695
"G695;G695.2(-)"	G695
"G696;G696.1(+)"	G696
"G696;G696.2(+)"	G696
"G697;G697.1(+)"	G697
"G698;G698.1(+)"	G698
"G699;G699.1(+)"	G699
"G699;G699.2(+)"	G699
"G700;G700.1(-)"	G700
"G701;G701.1(+)"	G701
"G702;G702.1(+)"	G702
"G703;G703.1(+)"	G703
"G704;G704.1(+)"	G704
"G705;G705.1(+)"	G705
"G706;G706.1(+)"	G706
"G706;G706.2(+)"	G706
"G707;G707.1(+)"	G707
"G707;G707.2(+)"	G707
"G708;G708.1(-)"	G708
"G709;G709.1(+)"	G709
"G709;G709.2(+)"	G709
"G710;G710.1(+)"	G710
"G711;G711.1(+)"	G711
"G712;G712.1(-)"	G712
"G713;G713.1(+)"	G713
"G714;G714.1(-)"	G714
"G715;G715.1(-)"	G715
"G716;G716.1(+)"	G716
"G717;G717.1(+)"	G717
"G718;G718.1(-)"	G718
"G719;G719.1(-)"	G719
"G720;G720.1(+)"	G720
"G721;G721.1(+)"	G721
"G721;G721.2(+)"	G721
"G721;G721.3(+)"	G721
"G721;G721.4(+)"	G721
"G722;G722.1(-)"	G722
"G722;G722.2(-)"	G722
"G723;G723.1(+)"	G723
"G724;G724.1(+)"	G724
"G724;G724.2(+)"	G724
"G725;G725.1(-)"	G725
"G726;G726.1(+)"	G726
"G727;G727.1(-)"	G727
"G728;G728.1(-)"	G728
"G728;G728.2(-)"	G728
"G728;G728.3(-)"	G728
"G728;G728.4(-)"	G728
"G729;G729.1(-)"	G729
"G730;G730.1(-)"	G730
"G731;G731.1(-)"	G731
"G732;G732.1(-)"	G732
"G733;G733.1(-)"	G733
"G733;G733.2(-)"	G733
"G734;G734.1(+)"	G734
"G735;G735.1(+)"	G735
"G736;G736.1(-)"	G736
"G737;G737.1(+)"	G737
"G738;G738.1(+)"	G738
"G738;G738.2(+)"	G738
"G739;G739.1(+)"	G739
"G739;G739.2(+)"	G739
"G740;G740.1(-)"	G740
"G741;G741.1(-)"	G741
"G741;G741.2(-)"	G741
"G742;G742.1(+)"	G742
"G743;G743.1(+)"	G743
"G744;G744.1(-)"	G744
"G745;G745.1(-)"	G745
"G746;G746.1(-)"	G746
"G746;G746.2(-)"	G746
"G747;G747.1(+)"	G747
"G748;G748.1(-)"	G748
"G749;G749.1(+)"	G749
"G749;G749.2(+)"	G749
"G749;G749.3(+)"	G749
"G749;G749.4(+)"	G749
"G749;G749.5(+)"	G749
"G749;G749.6(+)"	G749
"G749;G749.7(+)"	G749
"G750;G750.1(-)"	G750
"G751;G751.1(+)"	G751
"G752;G752.1(-)"	G752
"G753;G753.1(-)"	G753
"G754;G754.1(-)"	G754
"G755;G755.1(+)"	G755
"G756;G756.1(+)"	G756
"G757;G757.1(-)"	G757
"G757;G757.2(-)"	G757
"G758;G758.1(-)"	G758
"G758;G758.2(-)"	G758
"G759;G759.1(+)"	G759
"G760;G760.1(-)"	G760
"G761;G761.1(-)"	G761
"G761;G761.2(-)"	G761
"G761;G761.3(-)"	G761
"G762;G762.1(-)"	G762
"G763;G763.1(-)"	G763
"G764;G764.1(+)"	G764
"G765;G765.1(-)"	G765
"G766;G766.1(+)"	G766
"G767;G767.1(+)"	G767
"G768;G768.1(-)"	G768
"G769;G769.1(+)"	G769
"G770;G770.1(+)"	G770
"G771;G771.1(+)"	G771
"G772;G772.1(+)"	G772
"G773;G773.1(-)"	G773
"G774;G774.1(+)"	G774
"G775;G775.1(+)"	G775
"G776;G776.1(-)"	G776
"G777;G777.1(+)"	G777
"G777;G777.2(+)"	G777
"G777;G777.3(+)"	G777
"G778;G778.1(-)"	G778
"G779;G779.1(-)"	G779
"G780;G780.1(+)"	G780
"G781;G781.1(+)"	G781
"G782;G782.1(-)"	G782
"G783;G783.1(-)"	G783
"G784;G784.1(-)"	G784
"G784;G784.2(-)"	G784
"G785;G785.1(+)"	G785
"G786;G786.1(-)"	G786
"G786;G786.2(-)"	G786
"G787;G787.1(+)"	G787
"G788;G788.1(+)"	G788
"G788;G788.2(+)"	G788
"G788;G788.3(+)"	G788
"G788;G788.4(+)"	G788
"G789;G789.1(-)"	G789
"G789;G789.2(-)"	G789
"G790;G790.1(+)"	G790
"G790;G790.2(+)"	G790
"G791;G791.1(+)"	G791
"G792;G792.1(+)"	G792
"G793;G793.1(+)"	G793
"G794;G794.1(-)"	G794
"G795;G795.1(-)"	G795
"G796;G796.1(+)"	G796
"G797;G797.1(+)"	G797
"G798;G798.1(-)"	G798
"G799;G799.1(-)"	G799
"G799;G799.2(-)"	G799
"G800;G800.1(-)"	G800
"G801;G801.1(+)"	G801
"G802;G802.1(+)"	G802
"G803;G803.1(-)"	G803
"G803;G803.2(-)"	G803
"G803;G803.3(-)"	G803
"G804;G804.1(+)"	G804
"G805;G805.1(+)"	G805
"G805;G805.2(+)"	G805
"G805;G805.3(+)"	G805
"G806;G806.1(-)"	G806
"G807;G807.1(+)"	G807
"G808;G808.1(+)"	G808
"G809;G809.1(-)"	G809
"G809;G809.2(-)"	G809
"G809;G809.3(-)"	G809
"G810;G810.1(+)"	G810
"G811;G811.1(+)"	G811
"G812;G812.1(+)"	G812
"G812;G812.2(+)"	G812
"G813;G813.1(-)"	G813
"G814;G814.1(-)"	G814
"G815;G815.1(+)"	G815
"G815;G815.2(+)"	G815
"G815;G815.3(+)"	G815
"G816;G816.1(+)"	G816
"G816;G816.2(+)"	G816
"G817;G817.1(-)"	G817
"G818;G818.1(+)"	G818
"G819;G819.1(+)"	G819
"G820;G820.1(+)"	G820
"G820;G820.2(+)"	G820
"G821;G821.1(+)"	G821
"G822;G822.1(+)"	G822
"G823;G823.1(+)"	G823
"G824;G824.1(-)"	G824
"G825;G825.1(+)"	G825
"G826;G826.1(+)"	G826
"G827;G827.1(-)"	G827
"G828;G828.1(+)"	G828
"G828;G828.2(+)"	G828
"G828;G828.3(+)"	G828
"G828;G828.4(+)"	G828
"G828;G828.5(+)"	G828
"G828;G828.6(+)"	G828
"G828;G828.7(+)"	G828
"G828;G828.8(+)"	G828
"G828;G828.9(+)"	G828
"G828;G828.10(+)"	G828
"G829;G829.1(-)"	G829
"G830;G830.1(-)"	G830
"G831;G831.1(-)"	G831
"G832;G832.1(-)"	G832
"G833;G833.1(-)"	G833
"G834;G834.1(+)"	G834
"G835;G835.1(+)"	G835
"G836;G836.1(-)"	G836
"G836;G836.2(-)"	G836
"G837;G837.1(+)"	G837
"G838;G838.1(-)"	G838
"G839;G839.1(+)"	G839
"G840;G840.1(+)"	G840
"G841;G841.1(+)"	G841
"G842;G842.1(-)"	G842
"G843;G843.1(-)"	G843
"G844;G844.1(+)"	G844
"G845;G845.1(+)"	G845
"G845;G845.2(+)"	G845
"G846;G846.1(-)"	G846
"G847;G847.1(-)"	G847
"G848;G848.1(+)"	G848
"G849;G849.1(+)"	G849
"G850;G850.1(+)"	G850
"G850;G850.2(+)"	G850
"G851;G851.1(-)"	G851
"G851;G851.2(-)"	G851
"G852;G852.1(-)"	G852
"G853;G853.1(-)"	G853
"G854;G854.1(+)"	G854
"G854;G854.2(+)"	G854
"G854;G854.3(+)"	G854
"G854;G854.4(+)"	G854
"G854;G854.5(+)"	G854
"G855;G855.1(+)"	G855
"G856;G856.1(+)"	G856
"G856;G856.2(+)"	G856
"G857;G857.1(+)"	G857
"G857;G857.2(+)"	G857
"G858;G858.1(+)"	G858
"G859;G859.1(-)"	G859
"G859;G859.2(-)"	G859
"G859;G859.3(-)"	G859
"G860;G860.1(+)"	G860
"G861;G861.1(+)"	G861
"G862;G862.1(+)"	G862
"G862;G862.2(+)"	G862
"G863;G863.1(+)"	G863
"G864;G864.1(-)"	G864
"G865;G865.1(-)"	G865
"G866;G866.1(-)"	G866
"G867;G867.1(+)"	G867
"G868;G868.1(-)"	G868
"G869;G869.1(-)"	G869
"G870;G870.1(+)"	G870
"G871;G871.1(-)"	G871
"G871;G871.2(-)"	G871
"G872;G872.1(-)"	G872
"G872;G872.2(-)"	G872
"G873;G873.1(+)"	G873
"G874;G874.1(-)"	G874
"G875;G875.1(+)"	G875
"G876;G876.1(-)"	G876
"G877;G877.1(-)"	G877
"G878;G878.1(+)"	G878
"G879;G879.1(-)"	G879
"G880;G880.1(-)"	G880
"G880;G880.2(-)"	G880
"G881;G881.1(+)"	G881
"G882;G882.1(+)"	G882
"G883;G883.1(+)"	G883
"G884;G884.1(-)"	G884
"G885;G885.1(+)"	G885
"G886;G886.1(-)"	G886
"G887;G887.1(-)"	G887
"G887;G887.2(-)"	G887
"G887;G887.3(-)"	G887
"G888;G888.1(-)"	G888
"G889;G889.1(-)"	G889
"G889;G889.2(-)"	G889
"G890;G890.1(+)"	G890
"G891;G891.1(+)"	G891
"G892;G892.1(+)"	G892
"G893;G893.1(-)"	G893
"G893;G893.2(-)"	G893
"G894;G894.1(+)"	G894
"G894;G894.2(+)"	G894
"G895;G895.1(-)"	G895
"G896;G896.1(-)"	G896
"G897;G897.1(+)"	G897
"G898;G898.1(-)"	G898
"G898;G898.2(-)"	G898
"G898;G898.3(-)"	G898
"G899;G899.1(+)"	G899
"G900;G900.1(+)"	G900
"G901;G901.1(+)"	G901
"G902;G902.1(-)"	G902
"G903;G903.1(-)"	G903
"G904;G904.1(+)"	G904
"G904;G904.2(+)"	G904
"G905;G905.1(-)"	G905
"G906;G906.1(+)"	G906
"G907;G907.1(+)"	G907
"G908;G908.1(+)"	G908
"G909;G909.1(+)"	G909
"G910;G910.1(+)"	G910
"G910;G910.2(+)"	G910
"G911;G911.1(-)"	G911
"G912;G912.1(-)"	G912
"G913;G913.1(+)"	G913
"G914;G914.1(+)"	G914
"G915;G915.1(+)"	G915
"G916;G916.1(-)"	G916
"G917;G917.1(+)"	G917
"G917;G917.2(+)"	G917
"G918;G918.1(+)"	G918
"G919;G919.1(+)"	G919
"G920;G920.1(+)"	G920
"G921;G921.1(+)"	G921
"G922;G922.1(+)"	G922
"G923;G923.1(-)"	G923
"G924;G924.1(-)"	G924
"G925;G925.1(-)"	G925
"G926;G926.1(-)"	G926
"G927;G927.1(-)"	G927
"G928;G928.1(+)"	G928
"G928;G928.2(+)"	G928
"G929;G929.1(+)"	G929
"G929;G929.2(+)"	G929
"G929;G929.3(+)"	G929
"G929;G929.4(+)"	G929
"G929;G929.5(+)"	G929
"G929;G929.6(+)"	G929
"G929;G929.7(+)"	G929
"G929;G929.8(+)"	G929
"G929;G929.9(+)"	G929
"G929;G929.10(+)"	G929
"G929;G929.11(+)"	G929
"G929;G929.12(+)"	G929
"G929;G929.13(+)"	G929
"G929;G929.14(+)"	G929
"G929;G929.15(+)"	G929
"G929;G929.16(+)"	G929
"G929;G929.17(+)"	G929
"G929;G929.18(+)"	G929
"G929;G929.19(+)"	G929
"G929;G929.20(+)"	G929
"G929;G929.21(+)"	G929
"G929;G929.22(+)"	G929
"G929;G929.23(+)"	G929
"G929;G929.24(+)"	G929
"G929;G929.25(+)"	G929
"G929;G929.26(+)"	G929
"G929;G929.27(+)"	G929
"G929;G929.28(+)"	G929
"G929;G929.29(+)"	G929
"G929;G929.30(+)"	G929
"G929;G929.31(+)"	G929
"G929;G929.32(+)"	G929
"G929;G929.33(+)"	G929
"G929;G929.34(+)"	G929
"G929;G929.35(+)"	G929
"G929;G929.36(+)"	G929
"G929;G929.37(+)"	G929
"G929;G929.38(+)"	G929
"G929;G929.39(+)"	G929
"G929;G929.40(+)"	G929
"G929;G929.41(+)"	G929
"G929;G929.42(+)"	G929
"G929;G929.43(+)"	G929
"G930;G930.1(+)"	G930
"G931;G931.1(+)"	G931
"G931;G931.2(+)"	G931
"G932;G932.1(-)"	G932
"G932;G932.2(-)"	G932
"G932;G932.3(-)"	G932
"G933;G933.1(-)"	G933
"G934;G934.1(+)"	G934
"G934;G934.2(+)"	G934
"G934;G934.3(+)"	G934
"G935;G935.1(+)"	G935
"G935;G935.2(+)"	G935
"G935;G935.3(+)"	G935
"G935;G935.4(+)"	G935
"G935;G935.5(+)"	G935
"G935;G935.6(+)"	G935
"G936;G936.1(-)"	G936
"G937;G937.1(+)"	G937
"G938;G938.1(+)"	G938
"G939;G939.1(-)"	G939
"G940;G940.1(+)"	G940
"G940;G940.2(+)"	G940
"G941;G941.1(+)"	G941
"G942;G942.1(-)"	G942
"G943;G943.1(-)"	G943
"G944;G944.1(+)"	G944
"G945;G945.1(+)"	G945
"G946;G946.1(-)"	G946
"G947;G947.1(+)"	G947
"G948;G948.1(+)"	G948
"G949;G949.1(-)"	G949
"G950;G950.1(-)"	G950
"G951;G951.1(-)"	G951
"G952;G952.1(+)"	G952
"G953;G953.1(-)"	G953
"G954;G954.1(+)"	G954
"G955;G955.1(+)"	G955
"G956;G956.1(+)"	G956
"G957;G957.1(+)"	G957
"G958;G958.1(+)"	G958
"G959;G959.1(+)"	G959
"G960;G960.1(-)"	G960
"G960;G960.2(-)"	G960
"G961;G961.1(+)"	G961
"G961;G961.2(+)"	G961
"G962;G962.1(-)"	G962
"G963;G963.1(-)"	G963
"G964;G964.1(-)"	G964
"G965;G965.1(+)"	G965
"G966;G966.1(-)"	G966
"G967;G967.1(-)"	G967
"G968;G968.1(+)"	G968
"G968;G968.2(+)"	G968
"G969;G969.1(+)"	G969
"G970;G970.1(-)"	G970
"G971;G971.1(+)"	G971
"G972;G972.1(-)"	G972
"G972;G972.2(-)"	G972
"G973;G973.1(-)"	G973
"G973;G973.2(-)"	G973
"G974;G974.1(-)"	G974
"G975;G975.1(-)"	G975
"G976;G976.1(+)"	G976
"G977;G977.1(+)"	G977
"G978;G978.1(-)"	G978
"G979;G979.1(-)"	G979
"G980;G980.1(+)"	G980
"G980;G980.2(+)"	G980
"G981;G981.1(+)"	G981
"G982;G982.1(+)"	G982
"G983;G983.1(+)"	G983
"G983;G983.2(+)"	G983
"G984;G984.1(-)"	G984
"G985;G985.1(+)"	G985
"G986;G986.1(-)"	G986
"G986;G986.2(-)"	G986
"G987;G987.1(-)"	G987
"G988;G988.1(-)"	G988
"G988;G988.2(-)"	G988
"G988;G988.3(-)"	G988
"G988;G988.4(-)"	G988
"G988;G988.5(-)"	G988
"G989;G989.1(+)"	G989
"G989;G989.2(+)"	G989
"G990;G990.1(-)"	G990
"G991;G991.1(+)"	G991
"G992;G992.1(-)"	G992
"G992;G992.2(-)"	G992
"G993;G993.1(+)"	G993
"G993;G993.2(+)"	G993
"G994;G994.1(+)"	G994
"G994;G994.2(+)"	G994
"G995;G995.1(-)"	G995
"G996;G996.1(-)"	G996
"G997;G997.1(+)"	G997
"G998;G998.1(+)"	G998
"G998;G998.2(+)"	G998
"G999;G999.1(-)"	G999
"G1000;G1000.1(+)"	G1000
"G1001;G1001.1(+)"	G1001
"G1002;G1002.1(-)"	G1002
"G1003;G1003.1(-)"	G1003
"G1004;G1004.1(-)"	G1004
"G1005;G1005.1(+)"	G1005
"G1006;G1006.1(-)"	G1006
"G1007;G1007.1(-)"	G1007
"G1008;G1008.1(+)"	G1008
"G1009;G1009.1(+)"	G1009
"G1009;G1009.2(+)"	G1009
"G1010;G1010.1(-)"	G1010
"G1011;G1011.1(-)"	G1011
"G1012;G1012.1(-)"	G1012
"G1013;G1013.1(+)"	G1013
"G1014;G1014.1(-)"	G1014
"G1015;G1015.1(+)"	G1015
"G1016;G1016.1(-)"	G1016
"G1017;G1017.1(+)"	G1017
"G1018;G1018.1(-)"	G1018
"G1019;G1019.1(-)"	G1019
"G1020;G1020.1(-)"	G1020
"G1020;G1020.2(-)"	G1020
"G1020;G1020.3(-)"	G1020
"G1021;G1021.1(-)"	G1021
"G1022;G1022.1(-)"	G1022
"G1022;G1022.2(-)"	G1022
"G1023;G1023.1(+)"	G1023
"G1024;G1024.1(+)"	G1024
"G1025;G1025.1(+)"	G1025
"G1026;G1026.1(-)"	G1026
"G1027;G1027.1(-)"	G1027
"G1028;G1028.1(+)"	G1028
"G1028;G1028.2(+)"	G1028
"G1028;G1028.3(+)"	G1028
"G1029;G1029.1(+)"	G1029
"G1030;G1030.1(-)"	G1030
"G1031;G1031.1(+)"	G1031
"G1031;G1031.2(+)"	G1031
"G1031;G1031.3(+)"	G1031
"G1032;G1032.1(-)"	G1032
"G1032;G1032.2(-)"	G1032
"G1033;G1033.1(+)"	G1033
"G1034;G1034.1(+)"	G1034
"G1035;G1035.1(-)"	G1035
"G1036;G1036.1(+)"	G1036
"G1037;G1037.1(+)"	G1037
"G1038;G1038.1(-)"	G1038
"G1039;G1039.1(-)"	G1039
"G1040;G1040.1(-)"	G1040
"G1041;G1041.1(+)"	G1041
"G1042;G1042.1(-)"	G1042
"G1043;G1043.1(+)"	G1043
"G1043;G1043.2(+)"	G1043
"G1043;G1043.3(+)"	G1043
"G1043;G1043.4(+)"	G1043
"G1043;G1043.5(+)"	G1043
"G1044;G1044.1(+)"	G1044
"G1044;G1044.2(+)"	G1044
"G1045;G1045.1(+)"	G1045
"G1046;G1046.1(+)"	G1046
"G1047;G1047.1(+)"	G1047
"G1048;G1048.1(+)"	G1048
"G1049;G1049.1(-)"	G1049
"G1050;G1050.1(+)"	G1050
"G1051;G1051.1(+)"	G1051
"G1052;G1052.1(-)"	G1052
"G1053;G1053.1(+)"	G1053
"G1054;G1054.1(-)"	G1054
"G1055;G1055.1(-)"	G1055
"G1056;G1056.1(+)"	G1056
"G1057;G1057.1(-)"	G1057
"G1057;G1057.2(-)"	G1057
"G1057;G1057.3(-)"	G1057
"G1058;G1058.1(+)"	G1058
"G1059;G1059.1(+)"	G1059
"G1060;G1060.1(-)"	G1060
"G1061;G1061.1(+)"	G1061
"G1062;G1062.1(+)"	G1062
"G1063;G1063.1(-)"	G1063
"G1064;G1064.1(-)"	G1064
"G1064;G1064.2(-)"	G1064
"G1065;G1065.1(+)"	G1065
"G1066;G1066.1(+)"	G1066
"G1067;G1067.1(+)"	G1067
"G1068;G1068.1(-)"	G1068
"G1069;G1069.1(-)"	G1069
"G1070;G1070.1(-)"	G1070
"G1071;G1071.1(-)"	G1071
"G1072;G1072.1(-)"	G1072
"G1073;G1073.1(+)"	G1073
"G1074;G1074.1(+)"	G1074
"G1075;G1075.1(+)"	G1075
"G1076;G1076.1(-)"	G1076
"G1077;G1077.1(+)"	G1077
"G1078;G1078.1(+)"	G1078
"G1079;G1079.1(+)"	G1079
"G1080;G1080.1(-)"	G1080
"G1081;G1081.1(-)"	G1081
"G1082;G1082.1(+)"	G1082
"G1083;G1083.1(+)"	G1083
"G1084;G1084.1(+)"	G1084
"G1085;G1085.1(+)"	G1085
"G1086;G1086.1(-)"	G1086
"G1087;G1087.1(-)"	G1087
"G1088;G1088.1(+)"	G1088
"G1088;G1088.2(+)"	G1088
"G1088;G1088.3(+)"	G1088
"G1088;G1088.4(+)"	G1088
"G1089;G1089.1(+)"	G1089
"G1089;G1089.2(+)"	G1089
"G1090;G1090.1(-)"	G1090
"G1091;G1091.1(-)"	G1091
"G1092;G1092.1(+)"	G1092
"G1092;G1092.2(+)"	G1092
"G1093;G1093.1(+)"	G1093
"G1093;G1093.2(+)"	G1093
"G1094;G1094.1(+)"	G1094
"G1094;G1094.2(+)"	G1094
"G1095;G1095.1(-)"	G1095
"G1095;G1095.2(-)"	G1095
"G1096;G1096.1(+)"	G1096
"G1097;G1097.1(+)"	G1097
"G1098;G1098.1(-)"	G1098
"G1099;G1099.1(-)"	G1099
"G1099;G1099.2(-)"	G1099
"G1099;G1099.3(-)"	G1099
"G1099;G1099.4(-)"	G1099
"G1100;G1100.1(-)"	G1100
"G1101;G1101.1(+)"	G1101
"G1101;G1101.2(+)"	G1101
"G1101;G1101.3(+)"	G1101
"G1102;G1102.1(-)"	G1102
"G1102;G1102.2(-)"	G1102
"G1103;G1103.1(+)"	G1103
"G1104;G1104.1(+)"	G1104
"G1105;G1105.1(-)"	G1105
"G1106;G1106.1(+)"	G1106
"G1107;G1107.1(-)"	G1107
"G1108;G1108.1(+)"	G1108
"G1108;G1108.2(+)"	G1108
"G1109;G1109.1(+)"	G1109
"G1110;G1110.1(+)"	G1110
"G1111;G1111.1(+)"	G1111
"G1111;G1111.2(+)"	G1111
"G1112;G1112.1(-)"	G1112
"G1112;G1112.2(-)"	G1112
"G1113;G1113.1(+)"	G1113
"G1113;G1113.2(+)"	G1113
"G1114;G1114.1(+)"	G1114
"G1115;G1115.1(-)"	G1115
"G1116;G1116.1(-)"	G1116
"G1117;G1117.1(-)"	G1117
"G1117;G1117.2(-)"	G1117
"G1118;G1118.1(+)"	G1118
"G1119;G1119.1(+)"	G1119
"G1120;G1120.1(+)"	G1120
"G1121;G1121.1(+)"	G1121
"G1121;G1121.2(+)"	G1121
"G1121;G1121.3(+)"	G1121
"G1121;G1121.4(+)"	G1121
"G1121;G1121.5(+)"	G1121
"G1121;G1121.6(+)"	G1121
"G1121;G1121.7(+)"	G1121
"G1122;G1122.1(+)"	G1122
"G1122;G1122.2(+)"	G1122
"G1123;G1123.1(+)"	G1123
"G1123;G1123.2(+)"	G1123
"G1124;G1124.1(-)"	G1124
"G1125;G1125.1(-)"	G1125
"G1126;G1126.1(-)"	G1126
"G1127;G1127.1(+)"	G1127
"G1128;G1128.1(+)"	G1128
"G1129;G1129.1(-)"	G1129
"G1130;G1130.1(+)"	G1130
"G1131;G1131.1(-)"	G1131
"G1132;G1132.1(-)"	G1132
"G1133;G1133.1(+)"	G1133
"G1134;G1134.1(-)"	G1134
"G1134;G1134.2(-)"	G1134
"G1135;G1135.1(-)"	G1135
"G1136;G1136.1(+)"	G1136
"G1137;G1137.1(+)"	G1137
"G1138;G1138.1(+)"	G1138
"G1139;G1139.1(-)"	G1139
"G1139;G1139.2(-)"	G1139
"G1140;G1140.1(+)"	G1140
"G1141;G1141.1(+)"	G1141
"G1142;G1142.1(-)"	G1142
"G1143;G1143.1(-)"	G1143
"G1144;G1144.1(+)"	G1144
"G1145;G1145.1(+)"	G1145
"G1146;G1146.1(-)"	G1146
"G1146;G1146.2(-)"	G1146
"G1146;G1146.3(-)"	G1146
"G1146;G1146.4(-)"	G1146
"G1146;G1146.5(-)"	G1146
"G1146;G1146.6(-)"	G1146
"G1146;G1146.7(-)"	G1146
"G1146;G1146.8(-)"	G1146
"G1147;G1147.1(+)"	G1147
"G1148;G1148.1(+)"	G1148
"G1149;G1149.1(+)"	G1149
"G1149;G1149.2(+)"	G1149
"G1150;G1150.1(-)"	G1150
"G1151;G1151.1(-)"	G1151
"G1151;G1151.2(-)"	G1151
"G1151;G1151.3(-)"	G1151
"G1152;G1152.1(+)"	G1152
"G1153;G1153.1(+)"	G1153
"G1154;G1154.1(-)"	G1154
"G1155;G1155.1(+)"	G1155
"G1156;G1156.1(+)"	G1156
"G1157;G1157.1(-)"	G1157
"G1158;G1158.1(+)"	G1158
"G1159;G1159.1(+)"	G1159
"G1160;G1160.1(+)"	G1160
"G1161;G1161.1(+)"	G1161
"G1162;G1162.1(-)"	G1162
"G1163;G1163.1(-)"	G1163
"G1164;G1164.1(+)"	G1164
"G1165;G1165.1(-)"	G1165
"G1166;G1166.1(-)"	G1166
"G1167;G1167.1(-)"	G1167
"G1167;G1167.2(-)"	G1167
"G1168;G1168.1(+)"	G1168
"G1169;G1169.1(+)"	G1169
"G1170;G1170.1(-)"	G1170
"G1171;G1171.1(+)"	G1171
"G1172;G1172.1(-)"	G1172
"G1173;G1173.1(+)"	G1173
"G1174;G1174.1(+)"	G1174
"G1174;G1174.2(+)"	G1174
"G1175;G1175.1(+)"	G1175
"G1176;G1176.1(-)"	G1176
"G1176;G1176.2(-)"	G1176
"G1177;G1177.1(-)"	G1177
"G1178;G1178.1(-)"	G1178
"G1179;G1179.1(+)"	G1179
"G1180;G1180.1(+)"	G1180
"G1181;G1181.1(+)"	G1181
"G1181;G1181.2(+)"	G1181
"G1182;G1182.1(+)"	G1182
"G1183;G1183.1(+)"	G1183
"G1184;G1184.1(+)"	G1184
"G1184;G1184.2(+)"	G1184
"G1185;G1185.1(+)"	G1185
"G1186;G1186.1(+)"	G1186
"G1187;G1187.1(+)"	G1187
"G1188;G1188.1(+)"	G1188
"G1189;G1189.1(+)"	G1189
"G1190;G1190.1(+)"	G1190
"G1191;G1191.1(-)"	G1191
"G1192;G1192.1(+)"	G1192
"G1192;G1192.2(+)"	G1192
"G1192;G1192.3(+)"	G1192
"G1192;G1192.4(+)"	G1192
"G1193;G1193.1(-)"	G1193
"G1194;G1194.1(-)"	G1194
"G1195;G1195.1(-)"	G1195
"G1196;G1196.1(+)"	G1196
"G1197;G1197.1(+)"	G1197
"G1198;G1198.1(+)"	G1198
"G1199;G1199.1(+)"	G1199
"G1200;G1200.1(-)"	G1200
"G1201;G1201.1(-)"	G1201
