rownames.upSet_df_N22.
"B4187;B4187.1"
"B4188;B4188.1"
"B4188;B4188.2"
"B4188;B4188.3"
"B4189;B4189.1"
"B4190;B4190.1"
"B4191;B4191.1"
"B4192;B4192.1"
"B4193;B4193.1"
"B4193;B4193.2"
"B4194;B4194.1"
"B4195;B4195.1"
"B4196;B4196.1"
"B4197;B4197.1"
"B4198;B4198.1"
"B4199;B4199.1"
"B4199;B4199.2"
"B4200;B4200.1"
"B4201;B4201.1"
"B4201;B4201.2"
"B4202;B4202.1"
"B4203;B4203.1"
"B4204;B4204.1"
"B4204;B4204.2"
"B4205;B4205.1"
"B12975;B12975.2"
"B12975;B12975.1"
"B4206;B4206.1"
"B4207;B4207.1"
"B4208;B4208.1"
"B4209;B4209.1"
"B4209;B4209.3"
"B4209;B4209.2"
"B10310;B10310.1"
"B10310;B10310.2"
"B4210;B4210.1"
"B4211;B4211.1"
"B4211;B4211.2"
"B4211;B4211.3"
"B4211;B4211.4"
"B4211;B4211.5"
"B4212;B4212.1"
"B4212;B4212.2"
"B9076;B9076.1"
"B4213;B4213.1"
"B4214;B4214.1"
"B4214;B4214.2"
"B4214;B4214.3"
"B4215;B4215.1"
"B4216;B4216.1"
"B4217;B4217.1"
"B4217;B4217.2"
"B4218;B4218.1"
"B4218;B4218.2"
"B4219;B4219.1"
"B4220;B4220.1"
"B4220;B4220.3"
"B4220;B4220.2"
"B4220;B4220.4"
"B4221;B4221.1"
"B4221;B4221.2"
"B4222;B4222.1"
"B4223;B4223.1"
"B4224;B4224.1"
"B4225;B4225.1"
"B4226;B4226.1"
"B4226;B4226.2"
"B4227;B4227.1"
"B4228;B4228.1"
"B4228;B4228.3"
"B4228;B4228.2"
"B4228;B4228.4"
"B4229;B4229.1"
"B4229;B4229.2"
"B4230;B4230.1"
"B4231;B4231.1"
"B4232;B4232.1"
"B4232;B4232.2"
"B4233;B4233.1"
"B4233;B4233.2"
"B4234;B4234.1"
"B4235;B4235.2"
"B4235;B4235.1"
"B4236;B4236.1"
"B4237;B4237.1"
"B4238;B4238.1"
"B4239;B4239.1"
"B4240;B4240.1"
"B4241;B4241.1"
"B4242;B4242.1"
"B4242;B4242.3"
"B4242;B4242.2"
"B4243;B4243.1"
"B4244;B4244.1"
"B4245;B4245.1"
"B4246;B4246.1"
"B4246;B4246.2"
"B4247;B4247.1"
"B4248;B4248.1"
"B4249;B4249.1"
"B4250;B4250.1"
"B4251;B4251.1"
"B4252;B4252.1"
"B4253;B4253.1"
"B4253;B4253.2"
"B4254;B4254.1"
"B4255;B4255.1"
"B4256;B4256.1"
"B4257;B4257.1"
"B4258;B4258.1"
"B4259;B4259.1"
"B4260;B4260.1"
"B4261;B4261.1"
"B4262;B4262.1"
"B4262;B4262.3"
"B4262;B4262.2"
"B4263;B4263.1"
"B4263;B4263.2"
"B4264;B4264.1"
"B4265;B4265.1"
"B4265;B4265.3"
"B4265;B4265.2"
"B4266;B4266.1"
"B4267;B4267.1"
"B4268;B4268.1"
"B4268;B4268.2"
"B4269;B4269.1"
"B4270;B4270.1"
"B4271;B4271.1"
"B4272;B4272.1"
"B4273;B4273.1"
"B4274;B4274.1"
"B4275;B4275.1"
"B4275;B4275.2"
"B4276;B4276.1"
"B4277;B4277.1"
"B4278;B4278.1"
"B4279;B4279.1"
"B4279;B4279.2"
"B4280;B4280.1"
"B4281;B4281.1"
"B4282;B4282.1"
"B4283;B4283.1"
"B4283;B4283.2"
"B4283;B4283.3"
"B4283;B4283.4"
"B4284;B4284.1"
"B4285;B4285.1"
"B4286;B4286.1"
"B4287;B4287.1"
"B4288;B4288.1"
"B4289;B4289.1"
"B4289;B4289.3"
"B4289;B4289.2"
"B4290;B4290.1"
"B4291;B4291.1"
"B4291;B4291.2"
"B4292;B4292.1"
"B4293;B4293.1"
"B4294;B4294.1"
"B4295;B4295.1"
"B4296;B4296.1"
"B4296;B4296.2"
"B4296;B4296.3"
"B4296;B4296.4"
"B4297;B4297.1"
"B4297;B4297.2"
"B4297;B4297.3"
"B4298;B4298.1"
"B4299;B4299.1"
"B4300;B4300.1"
"B4301;B4301.1"
"B4302;B4302.1"
"B4303;B4303.1"
"B4304;B4304.1"
"B4304;B4304.3"
"B4304;B4304.2"
"B4304;B4304.4"
"B4305;B4305.1"
"B4306;B4306.1"
"B4307;B4307.1"
"B4308;B4308.1"
"B4309;B4309.1"
"B4309;B4309.2"
"B4310;B4310.1"
"B4311;B4311.1"
"B4311;B4311.2"
"B4312;B4312.1"
"B4312;B4312.2"
"B4313;B4313.1"
"B4314;B4314.1"
"B4314;B4314.2"
"B4314;B4314.3"
"B4315;B4315.1"
"B4315;B4315.2"
"B4316;B4316.1"
"B4317;B4317.1"
"B4318;B4318.1"
"B4319;B4319.1"
"B4320;B4320.1"
"B4320;B4320.2"
"B4321;B4321.1"
"B4321;B4321.2"
"B4322;B4322.1"
"B4323;B4323.1"
"B4324;B4324.1"
"B4325;B4325.1"
"B4326;B4326.1"
"B4326;B4326.2"
"B4327;B4327.1"
"B4328;B4328.1"
"B4328;B4328.2"
"B8373;B8373.1"
"B4329;B4329.1"
"B4330;B4330.1"
"B4331;B4331.1"
"B4332;B4332.1"
"B4333;B4333.1"
"B4333;B4333.3"
"B4333;B4333.2"
"B4334;B4334.1"
"B4335;B4335.1"
"B4336;B4336.1"
"B4337;B4337.1"
"B4337;B4337.3"
"B4337;B4337.4"
"B4337;B4337.2"
"B4338;B4338.1"
"B4339;B4339.1"
"B4340;B4340.1"
"B4341;B4341.1"
"B4342;B4342.1"
"B4342;B4342.2"
"B4343;B4343.1"
"B4344;B4344.1"
"B4345;B4345.1"
"B4346;B4346.1"
"B4347;B4347.1"
"B4348;B4348.1"
"B4348;B4348.3"
"B4348;B4348.2"
transcript/56394
"B4349;B4349.1"
"B4350;B4350.1"
"B4351;B4351.1"
"B4352;B4352.1"
"B4353;B4353.1"
"B4354;B4354.1"
"B4355;B4355.1"
"B4356;B4356.1"
"B4357;B4357.1"
"B4358;B4358.1"
"B4359;B4359.1"
"B4359;B4359.2"
"B4360;B4360.1"
"B4361;B4361.1"
"B4362;B4362.1"
"B4363;B4363.1"
"B4364;B4364.1"
"B4365;B4365.1"
"B4365;B4365.2"
"B4366;B4366.1"
"B4366;B4366.2"
"B4367;B4367.1"
"B4368;B4368.1"
"B4368;B4368.2"
"B4369;B4369.1"
"B4370;B4370.1"
"B4371;B4371.1"
"B4371;B4371.2"
"B4371;B4371.4"
"B4371;B4371.3"
"B4372;B4372.1"
"B4373;B4373.1"
"B4374;B4374.1"
"B4375;B4375.1"
"B4376;B4376.1"
"B4377;B4377.1"
"B4378;B4378.1"
"B4379;B4379.1"
"B4379;B4379.2"
"B4380;B4380.1"
"B4380;B4380.2"
"B4380;B4380.7"
"B4380;B4380.6"
"B4380;B4380.5"
"B4380;B4380.4"
"B4380;B4380.3"
"B4380;B4380.10"
"B4380;B4380.9"
"B4380;B4380.8"
"B4380;B4380.11"
"B4380;B4380.14"
"B4380;B4380.13"
"B4380;B4380.12"
"B6527;B6527.1"
"B4381;B4381.1"
"B4381;B4381.2"
"B4381;B4381.3"
"B4382;B4382.1"
"B4383;B4383.1"
"B4384;B4384.1"
"B4385;B4385.1"
"B4385;B4385.2"
"B4386;B4386.1"
"B4387;B4387.1"
"B4388;B4388.1"
"B4388;B4388.2"
"B4388;B4388.3"
"B4388;B4388.4"
"B4389;B4389.2"
"B4389;B4389.1"
"B4390;B4390.1"
"B4391;B4391.1"
"B4392;B4392.1"
"B4393;B4393.1"
"B6845;B6845.1"
"B4394;B4394.1"
"B4394;B4394.2"
"B4395;B4395.1"
"B4395;B4395.2"
"B4396;B4396.1"
"B4397;B4397.1"
"B4398;B4398.1"
"B4399;B4399.1"
"B4400;B4400.1"
"B4401;B4401.1"
"B4401;B4401.3"
"B4401;B4401.2"
"B4402;B4402.1"
"B4402;B4402.2"
"B4403;B4403.1"
"B4405;B4405.1"
"B4404;B4404.1"
"B4406;B4406.1"
"B4407;B4407.1"
"B4408;B4408.1"
"B4408;B4408.2"
"B4409;B4409.1"
"B4410;B4410.1"
"B4411;B4411.1"
"B4411;B4411.2"
"B4412;B4412.1"
"B4413;B4413.1"
"B4414;B4414.1"
"B4415;B4415.1"
"B4415;B4415.2"
"B4415;B4415.3"
"B4416;B4416.1"
"B4416;B4416.2"
"B4417;B4417.1"
"B4418;B4418.1"
"B4418;B4418.2"
"B4419;B4419.1"
"B4420;B4420.1"
"B4421;B4421.1"
"B4421;B4421.2"
"B4422;B4422.1"
"B4423;B4423.1"
"B4424;B4424.1"
"B4425;B4425.1"
"B4426;B4426.1"
"B4427;B4427.1"
"B4427;B4427.2"
"B10189;B10189.1"
"B4428;B4428.1"
"B4429;B4429.1"
"B4430;B4430.1"
"B4431;B4431.1"
"B12340;B12340.2"
"B7924;B7924.1"
"B4432;B4432.1"
"B4433;B4433.1"
"B7519;B7519.1"
"B7518;B7518.1"
"B6353;B6353.3"
"B6353;B6353.2"
"B6353;B6353.1"
"B6998;B6998.1"
"B6971;B6971.2"
"B4434;B4434.1"
"B4434;B4434.2"
"B8636;B8636.1"
"B4435;B4435.1"
"B4436;B4436.1"
"B4437;B4437.1"
"B4437;B4437.4"
"B4437;B4437.3"
"B4437;B4437.2"
"B4438;B4438.1"
"B4439;B4439.1"
"B4440;B4440.1"
"B4441;B4441.1"
"B4442;B4442.1"
"B4442;B4442.2"
"B4443;B4443.1"
"B4443;B4443.2"
"B4444;B4444.1"
"B4444;B4444.2"
"B4444;B4444.3"
"B4445;B4445.2"
"B4445;B4445.1"
"B4446;B4446.1"
"B4447;B4447.1"
"B4447;B4447.2"
"B4448;B4448.1"
"B4449;B4449.1"
"B4450;B4450.1"
"B4451;B4451.1"
"B4452;B4452.1"
"B4452;B4452.2"
"B4453;B4453.1"
"B4454;B4454.1"
"B4456;B4456.1"
"B4457;B4457.1"
"B4458;B4458.1"
"B4459;B4459.1"
"B4460;B4460.1"
"B4460;B4460.2"
"B4460;B4460.3"
"B4460;B4460.4"
"B4461;B4461.1"
"B4462;B4462.1"
"B4462;B4462.2"
"B4463;B4463.1"
"B4464;B4464.1"
"B4465;B4465.1"
"B4466;B4466.1"
"B4466;B4466.2"
"B4467;B4467.1"
"B4468;B4468.1"
"B4469;B4469.2"
"B4469;B4469.1"
"B4470;B4470.1"
"B4470;B4470.7"
"B4470;B4470.3"
"B4470;B4470.5"
"B4470;B4470.2"
"B4470;B4470.4"
"B4470;B4470.6"
"B4471;B4471.1"
"B4472;B4472.1"
"B4473;B4473.1"
"B4474;B4474.1"
"B4474;B4474.2"
"B4475;B4475.1"
"B4476;B4476.1"
"B4477;B4477.1"
"B4478;B4478.1"
"B4479;B4479.1"
"B4480;B4480.1"
"B4481;B4481.1"
"B4482;B4482.2"
"B4482;B4482.1"
"B4483;B4483.1"
"B4483;B4483.2"
"B4484;B4484.1"
"B4485;B4485.1"
"B6812;B6812.1"
"B4487;B4487.1"
"B4487;B4487.2"
"B4488;B4488.1"
"B4488;B4488.2"
"B4489;B4489.1"
"B4489;B4489.2"
"B4490;B4490.1"
"B4491;B4491.1"
"B4492;B4492.1"
"B4492;B4492.2"
"B4493;B4493.1"
"B4494;B4494.1"
"B4495;B4495.1"
"B4496;B4496.1"
"B4497;B4497.1"
"B4498;B4498.1"
"B4499;B4499.1"
"B4500;B4500.1"
"B4501;B4501.1"
"B4501;B4501.2"
"B4502;B4502.1"
"B4503;B4503.1"
"B9552;B9552.1"
"B4504;B4504.2"
"B4504;B4504.1"
"B4505;B4505.1"
"B4506;B4506.1"
"B4507;B4507.1"
"B4507;B4507.2"
"B4508;B4508.1"
"B4509;B4509.2"
"B4509;B4509.1"
"B4510;B4510.1"
"B4511;B4511.1"
"B4512;B4512.1"
"B4513;B4513.1"
"B4514;B4514.1"
"B4515;B4515.1"
"B4516;B4516.1"
"B4517;B4517.1"
"B4518;B4518.1"
"B4519;B4519.1"
"B4520;B4520.1"
"B4521;B4521.1"
"B4522;B4522.1"
"B4523;B4523.1"
"B4524;B4524.1"
"B4524;B4524.2"
"B4525;B4525.1"
"B4526;B4526.1"
"B4527;B4527.1"
"B4528;B4528.1"
"B4529;B4529.1"
"B4530;B4530.1"
"B4530;B4530.2"
"B4531;B4531.1"
"B4532;B4532.1"
"B4532;B4532.2"
"B4533;B4533.1"
"B4534;B4534.1"
"B4535;B4535.1"
"B4536;B4536.1"
"B4537;B4537.1"
"B4538;B4538.1"
"B4538;B4538.2"
"B4539;B4539.1"
"B4540;B4540.1"
"B4541;B4541.1"
"B4541;B4541.2"
"B4542;B4542.1"
"B4542;B4542.2"
"B4543;B4543.1"
"B4544;B4544.1"
"B5504;B5504.1"
"B4545;B4545.1"
"B4545;B4545.2"
"B4546;B4546.1"
"B4547;B4547.1"
"B4548;B4548.1"
"B4549;B4549.1"
"B4550;B4550.1"
"B4551;B4551.1"
"B4551;B4551.2"
"B4552;B4552.1"
"B4553;B4553.3"
"B4553;B4553.2"
"B4553;B4553.1"
"B4554;B4554.1"
"B4555;B4555.1"
"B4556;B4556.1"
"B4556;B4556.2"
"B4557;B4557.1"
"B4557;B4557.2"
"B4558;B4558.1"
"B4559;B4559.1"
"B4560;B4560.1"
"B4561;B4561.1"
"B4561;B4561.2"
"B4562;B4562.1"
"B4562;B4562.2"
"B4563;B4563.1"
"B4563;B4563.3"
"B4563;B4563.2"
"B4564;B4564.1"
"B4564;B4564.2"
"B4565;B4565.1"
"B4566;B4566.1"
"B4567;B4567.1"
"B4567;B4567.2"
"B4567;B4567.3"
"B4568;B4568.1"
"B4569;B4569.1"
"B4570;B4570.1"
"B4570;B4570.2"
"B4571;B4571.1"
"B4572;B4572.1"
"B4573;B4573.1"
"B4574;B4574.1"
"B4575;B4575.1"
"B4575;B4575.2"
"B4576;B4576.1"
"B4577;B4577.1"
"B4578;B4578.1"
"B4579;B4579.1"
"B4580;B4580.1"
"B4581;B4581.2"
"B4581;B4581.1"
"B4581;B4581.3"
"B4582;B4582.1"
"B4583;B4583.1"
"B4584;B4584.1"
"B4585;B4585.1"
"B4585;B4585.2"
"B4586;B4586.1"
"B4587;B4587.1"
"B4587;B4587.2"
"B4588;B4588.1"
"B4589;B4589.1"
"B4590;B4590.1"
"B4591;B4591.1"
"B4591;B4591.2"
"B4591;B4591.3"
"B4592;B4592.1"
"B4592;B4592.2"
"B4593;B4593.1"
"B4594;B4594.1"
"B4595;B4595.1"
"B4596;B4596.1"
"B4597;B4597.1"
"B4598;B4598.1"
"B4598;B4598.2"
"B4599;B4599.1"
"B4600;B4600.1"
"B4601;B4601.1"
"B4602;B4602.1"
"B4602;B4602.2"
"B4603;B4603.1"
"B4604;B4604.1"
"B4604;B4604.3"
"B4604;B4604.2"
"B4605;B4605.1"
"B4606;B4606.1"
"B4606;B4606.2"
"B4607;B4607.1"
"B4607;B4607.2"
"B4608;B4608.1"
"B4609;B4609.1"
"B4610;B4610.1"
"B4610;B4610.2"
"B4611;B4611.1"
"B4612;B4612.1"
"B11471;B11471.1"
"B4613;B4613.1"
"B4614;B4614.1"
"B4615;B4615.1"
"B4616;B4616.1"
"B4617;B4617.1"
"B4618;B4618.1"
"B4618;B4618.3"
"B4618;B4618.4"
"B4618;B4618.2"
"B4619;B4619.1"
"B4620;B4620.2"
"B4620;B4620.1"
"B4621;B4621.1"
"B4621;B4621.4"
"B4621;B4621.2"
"B4621;B4621.5"
"B4621;B4621.3"
"B4621;B4621.6"
"B4622;B4622.1"
"B4623;B4623.1"
"B4623;B4623.2"
"B4624;B4624.1"
"B4624;B4624.2"
"B4624;B4624.3"
"B4625;B4625.1"
"B4626;B4626.1"
"B4626;B4626.2"
"B4627;B4627.1"
"B4628;B4628.1"
"B4628;B4628.2"
"B4628;B4628.3"
"B4629;B4629.1"
"B4630;B4630.1"
"B4631;B4631.10"
"B4632;B4632.1"
"B4633;B4633.1"
"B4634;B4634.1"
"B4635;B4635.1"
"B4636;B4636.1"
"B4637;B4637.1"
"B4638;B4638.1"
"B4638;B4638.2"
"B4638;B4638.3"
"B4638;B4638.4"
"B4639;B4639.1"
"B4640;B4640.1"
"B4641;B4641.1"
"B4641;B4641.2"
"B4642;B4642.1"
"B4643;B4643.1"
"B4643;B4643.2"
"B4644;B4644.1"
"B4645;B4645.1"
"B4646;B4646.1"
"B4647;B4647.1"
"B4648;B4648.1"
"B4649;B4649.1"
"B4650;B4650.1"
"B4651;B4651.1"
"B4652;B4652.1"
"B4653;B4653.1"
"B4653;B4653.2"
"B4654;B4654.1"
"B4655;B4655.1"
"B4655;B4655.2"
"B4656;B4656.1"
"B4656;B4656.2"
"B4657;B4657.1"
"B4657;B4657.2"
"B4658;B4658.1"
"B4659;B4659.1"
"B4660;B4660.1"
"B4660;B4660.3"
"B4660;B4660.2"
"B4661;B4661.1"
"B4662;B4662.1"
"B4663;B4663.1"
"B4664;B4664.1"
"B4665;B4665.1"
"B4666;B4666.1"
"B4667;B4667.1"
"B4668;B4668.1"
"B4669;B4669.1"
"B4670;B4670.2"
"B4670;B4670.1"
"B4669;B4669.4"
"B4669;B4669.2"
"B4670;B4670.3"
"B4669;B4669.3"
"B4671;B4671.1"
"B4672;B4672.1"
"B4673;B4673.1"
"B4674;B4674.1"
"B4675;B4675.1"
"B4676;B4676.1"
"B4677;B4677.1"
"B4678;B4678.2"
"B4678;B4678.1"
"B4679;B4679.1"
"B4679;B4679.2"
"B4680;B4680.1"
"B4681;B4681.1"
"B4681;B4681.2"
"B4681;B4681.3"
"B4681;B4681.4"
"B4682;B4682.1"
"B4683;B4683.1"
"B4684;B4684.1"
"B4685;B4685.1"
"B4686;B4686.1"
"B4687;B4687.1"
"B4688;B4688.1"
"B4689;B4689.1"
"B4690;B4690.1"
"B4690;B4690.2"
"B4691;B4691.1"
"B4692;B4692.1"
"B4692;B4692.2"
"B4692;B4692.3"
"B4693;B4693.1"
"B4694;B4694.1"
"B4694;B4694.2"
"B4695;B4695.1"
"B4696;B4696.1"
"B4697;B4697.1"
"B5852;B5852.2"
"B4698;B4698.1"
"B4699;B4699.1"
"B4700;B4700.1"
"B4700;B4700.2"
"B4701;B4701.1"
"B4702;B4702.1"
"B4703;B4703.1"
"B4704;B4704.1"
"B4705;B4705.1"
"B4706;B4706.1"
"B4707;B4707.1"
"B4708;B4708.1"
"B4709;B4709.1"
"B4710;B4710.1"
"B4710;B4710.2"
"B4711;B4711.1"
"B4712;B4712.1"
"B4713;B4713.1"
"B4714;B4714.1"
"B4715;B4715.1"
"B4716;B4716.1"
"B4717;B4717.1"
"B4718;B4718.1"
"B4719;B4719.1"
"B4720;B4720.1"
"B4721;B4721.1"
"B4722;B4722.1"
"B4723;B4723.1"
"B4724;B4724.1"
"B4725;B4725.1"
"B4726;B4726.1"
"B4727;B4727.1"
"B4727;B4727.3"
"B4727;B4727.2"
"B4728;B4728.1"
"B4728;B4728.2"
"B4729;B4729.1"
"B4730;B4730.1"
"B4731;B4731.1"
"B4731;B4731.2"
"B4731;B4731.6"
"B4731;B4731.3"
"B4731;B4731.4"
"B4731;B4731.5"
"B4732;B4732.1"
"B4733;B4733.1"
"B4734;B4734.1"
"B4735;B4735.1"
"B4736;B4736.1"
"B4737;B4737.1"
"B4737;B4737.2"
"B12751;B12751.2"
"B12751;B12751.1"
"B4738;B4738.1"
"B4739;B4739.1"
"B4740;B4740.1"
"B4740;B4740.2"
"B4741;B4741.1"
"B4742;B4742.1"
"B4743;B4743.1"
"B4744;B4744.1"
"B4744;B4744.2"
"B4745;B4745.1"
"B4745;B4745.3"
"B4745;B4745.2"
"B4746;B4746.1"
"B4747;B4747.1"
"B4747;B4747.41"
"B4747;B4747.38"
"B4747;B4747.2"
"B4747;B4747.37"
"B4747;B4747.32"
"B4747;B4747.31"
"B4747;B4747.40"
"B4747;B4747.35"
"B4747;B4747.36"
"B4747;B4747.29"
"B4747;B4747.8"
"B4747;B4747.15"
"B4747;B4747.22"
"B4747;B4747.34"
"B4747;B4747.26"
"B4747;B4747.5"
"B4747;B4747.3"
"B4747;B4747.30"
"B4747;B4747.27"
"B4747;B4747.6"
"B4747;B4747.21"
"B4747;B4747.42"
"B4747;B4747.33"
"B4747;B4747.10"
"B4747;B4747.12"
"B4747;B4747.20"
"B4747;B4747.13"
"B4747;B4747.11"
"B4747;B4747.19"
"B4747;B4747.4"
"B4747;B4747.25"
"B4747;B4747.24"
"B4747;B4747.23"
"B4747;B4747.18"
"B4747;B4747.17"
"B4747;B4747.16"
"B4747;B4747.14"
"B4747;B4747.9"
"B4747;B4747.7"
"B4747;B4747.39"
"B4747;B4747.28"
"B4748;B4748.1"
"B4749;B4749.1"
"B4750;B4750.1"
"B4751;B4751.1"
"B4752;B4752.1"
"B4752;B4752.2"
"B4753;B4753.1"
"B4754;B4754.1"
"B4755;B4755.1"
"B4756;B4756.1"
"B4757;B4757.1"
"B4758;B4758.1"
"B4759;B4759.1"
"B4760;B4760.1"
"B4761;B4761.1"
"B4762;B4762.1"
"B4763;B4763.1"
"B4764;B4764.1"
"B4765;B4765.1"
"B4766;B4766.1"
"B4767;B4767.1"
"B4767;B4767.2"
"B4767;B4767.3"
"B4768;B4768.1"
"B4769;B4769.1"
"B4770;B4770.1"
"B4770;B4770.2"
"B4770;B4770.3"
"B13154;B13154.2"
"B4771;B4771.1"
"B4772;B4772.1"
"B4773;B4773.1"
"B4774;B4774.1"
"B4775;B4775.1"
"B4776;B4776.1"
"B4778;B4778.1"
"B4779;B4779.1"
"B4779;B4779.2"
"B4780;B4780.1"
"B4781;B4781.1"
"B4782;B4782.1"
"B4782;B4782.2"
"B4783;B4783.1"
"B4783;B4783.2"
"B4784;B4784.1"
"B4785;B4785.1"
"B4786;B4786.1"
"B4787;B4787.1"
"B4788;B4788.1"
"B4789;B4789.1"
"B4790;B4790.1"
"B4791;B4791.1"
"B4791;B4791.2"
"B4792;B4792.1"
"B4793;B4793.1"
"B4793;B4793.2"
"B4794;B4794.1"
"B4795;B4795.1"
"B4796;B4796.1"
"B4797;B4797.1"
"B4798;B4798.1"
"B4799;B4799.1"
"B4799;B4799.2"
"B4800;B4800.1"
"B4801;B4801.1"
"B4802;B4802.1"
"B4803;B4803.1"
"B11781;B11781.1"
"B4804;B4804.1"
"B4805;B4805.1"
"B4806;B4806.1"
"B4807;B4807.1"
"B4808;B4808.1"
"B4808;B4808.2"
"B4809;B4809.1"
"B4810;B4810.1"
"B4811;B4811.1"
"B4812;B4812.1"
"B4813;B4813.1"
"B4814;B4814.1"
"B4815;B4815.1"
"B4816;B4816.1"
"B4817;B4817.1"
"B4818;B4818.1"
"B4819;B4819.1"
"B4819;B4819.2"
"B4820;B4820.1"
"B4820;B4820.2"
"B4822;B4822.1"
"B4823;B4823.1"
"B4824;B4824.1"
"B4825;B4825.1"
"B4825;B4825.2"
"B4826;B4826.1"
"B4826;B4826.2"
"B4827;B4827.1"
"B4827;B4827.2"
"B4828;B4828.1"
"B4829;B4829.1"
"B4830;B4830.1"
"B4830;B4830.2"
"B4831;B4831.1"
"B4831;B4831.2"
"B4832;B4832.1"
"B4832;B4832.2"
"B4833;B4833.1"
"B4834;B4834.1"
"B4835;B4835.1"
"B4835;B4835.2"
"B4836;B4836.1"
"B4837;B4837.1"
"B4838;B4838.1"
"B4839;B4839.1"
"B4840;B4840.1"
"B4841;B4841.1"
"B4842;B4842.1"
"B4843;B4843.1"
"B4844;B4844.1"
"B11641;B11641.1"
"B4845;B4845.1"
"B4845;B4845.2"
"B4846;B4846.1"
"B4847;B4847.1"
"B4847;B4847.2"
"B4847;B4847.3"
"B4848;B4848.1"
"B4849;B4849.1"
"B4849;B4849.2"
"B4850;B4850.1"
"B4851;B4851.1"
"B4852;B4852.1"
"B4853;B4853.1"
"B4854;B4854.1"
"B4855;B4855.1"
"B4856;B4856.1"
"B4857;B4857.1"
"B4857;B4857.2"
"B4858;B4858.1"
"B4859;B4859.1"
"B8096;B8096.2"
"B8096;B8096.1"
"B4860;B4860.1"
"B4861;B4861.1"
"B4862;B4862.1"
"B4863;B4863.1"
"B4864;B4864.1"
"B4865;B4865.1"
"B4866;B4866.1"
"B4866;B4866.2"
"B4867;B4867.1"
"B4868;B4868.1"
"B4868;B4868.2"
"B4869;B4869.1"
"B4870;B4870.1"
"B4870;B4870.2"
"B4870;B4870.3"
"B4871;B4871.1"
"B4872;B4872.1"
"B4873;B4873.1"
"B10584;B10584.1"
"B4874;B4874.1"
"B4875;B4875.1"
"B4876;B4876.1"
"B4877;B4877.1"
"B4878;B4878.1"
"B4879;B4879.1"
"B4880;B4880.1"
"B4881;B4881.1"
"B4882;B4882.1"
"B4883;B4883.1"
"B4884;B4884.1"
"B4885;B4885.1"
"B4886;B4886.1"
"B4887;B4887.1"
"B4888;B4888.1"
"B4889;B4889.1"
"B4890;B4890.1"
"B4891;B4891.1"
"B4892;B4892.1"
"B4892;B4892.5"
"B4892;B4892.3"
"B4892;B4892.4"
"B4892;B4892.2"
"B4892;B4892.6"
"B4893;B4893.1"
"B4894;B4894.1"
"B4895;B4895.1"
"B4896;B4896.1"
"B4897;B4897.1"
"B4898;B4898.1"
"B4899;B4899.1"
"B4900;B4900.1"
"B4901;B4901.1"
"B4902;B4902.1"
"B4903;B4903.1"
"B4904;B4904.1"
"B4905;B4905.1"
"B4905;B4905.3"
"B4905;B4905.2"
"B4906;B4906.1"
"B4907;B4907.1"
"B4908;B4908.1"
"B4909;B4909.1"
"B4909;B4909.2"
"B4909;B4909.3"
"B4910;B4910.1"
"B4911;B4911.1"
"B4911;B4911.3"
"B4911;B4911.2"
"B4912;B4912.1"
"B4913;B4913.1"
"B4914;B4914.1"
"B4915;B4915.1"
"B4916;B4916.1"
"B4917;B4917.1"
"B4918;B4918.1"
"B4918;B4918.3"
"B4918;B4918.2"
"B4919;B4919.1"
"B4920;B4920.1"
"B4920;B4920.2"
"B4921;B4921.1"
"B4922;B4922.1"
"B4923;B4923.1"
"B4923;B4923.4"
"B4923;B4923.2"
"B4923;B4923.3"
"B4924;B4924.1"
"B4924;B4924.2"
"B4925;B4925.1"
"B4926;B4926.1"
"B4926;B4926.2"
"B4926;B4926.3"
"B4927;B4927.1"
"B4928;B4928.1"
"B4928;B4928.2"
"B4929;B4929.1"
"B4930;B4930.1"
"B4931;B4931.1"
"B4932;B4932.1"
"B4933;B4933.1"
"B4934;B4934.1"
"B4935;B4935.1"
"B4936;B4936.1"
"B4937;B4937.1"
"B4938;B4938.1"
"B4939;B4939.1"
"B4940;B4940.1"
"B4940;B4940.2"
"B4941;B4941.1"
"B4942;B4942.1"
"B4942;B4942.2"
"B4943;B4943.1"
"B4944;B4944.1"
"B4945;B4945.1"
"B4946;B4946.1"
"B4947;B4947.1"
"B12418;B12418.1"
"B6058;B6058.2"
"B12418;B12418.4"
"B6058;B6058.1"
"B4948;B4948.1"
"B4949;B4949.1"
"B4950;B4950.1"
"B4951;B4951.1"
"B4951;B4951.2"
"B4952;B4952.1"
"B4953;B4953.1"
"B4954;B4954.1"
"B4955;B4955.1"
"B4956;B4956.1"
"B4957;B4957.1"
"B4957;B4957.2"
"B4958;B4958.1"
"B4959;B4959.1"
"B4960;B4960.1"
"B4960;B4960.2"
"B4960;B4960.3"
"B4960;B4960.4"
"B4960;B4960.5"
"B4961;B4961.1"
"B4962;B4962.1"
"B4963;B4963.1"
"B4964;B4964.1"
"B4965;B4965.1"
"B4966;B4966.1"
"B4967;B4967.1"
"B4968;B4968.1"
"B4969;B4969.1"
"B4969;B4969.2"
"B4970;B4970.1"
"B4971;B4971.1"
"B4972;B4972.1"
"B4973;B4973.1"
"B4973;B4973.2"
"B4974;B4974.1"
"B4975;B4975.1"
"B4976;B4976.1"
"B4977;B4977.1"
"B4978;B4978.1"
